transcription,hypothesis,confusion,score
find meal time movie times close by for movies,find means dime movie dimes close by four movies,find find ; meal means ; time dime ; movie movie ; times dimes ; close close ; by by ; for four ; movies movies,1.0
is it chillier at narew national park,is it chillier add <unk> national park,is is ; it it ; chillier chillier ; at add ; narew <unk> ; national national ; park park,1.0
i need a restaurant on july 18th in rose bud,i need a restaurant on july taints <unk>,i i ; need need ; a a ; restaurant restaurant ; on on ; july july ; 18th <eps> ; in <eps> ; rose taints ; bud <unk>,1.0
tell me if it ll be temperate three hours from now in bonaire,tell me if it el al be temperate three hours from now and bond there,tell tell ; me me ; if if ; it it ; <eps> el ; ll al ; be be ; temperate temperate ; three three ; hours hours ; from from ; now now ; <eps> and ; in bond ; bonaire there,1.0
i need a table at the apple pan for reva and bernadine,i need a table at the <unk>,i i ; need need ; a a ; table table ; at at ; the the ; apple <eps> ; pan <eps> ; for <eps> ; reva <eps> ; and <eps> ; bernadine <unk>,1.0
what is the forecast in kearneysville,what is the full costumes <unk>,what what ; is is ; the the ; forecast full ; in costumes ; kearneysville <unk>,1.0
i rate egg collecting and bird life of australia a zero out of 6 points,alright and collecting <unk> out of six points,i <eps> ; rate <eps> ; egg <eps> ; collecting alright ; and and ; bird <eps> ; life <eps> ; of <eps> ; australia <eps> ; a collecting ; zero <unk> ; out out ; of of ; 6 six ; points points,1.0
what s the weather look like for mh,what else the weather looked like for m h,what what ; s else ; the the ; weather weather ; look looked ; like like ; for for ; <eps> m ; mh h,1.0
show me the live~legend 1999 & 1997 apocalypse tv show,showed me the light 'til the legend nineteen ninety nine in nineteen ninety seven apocalypse t v show,show showed ; me me ; <eps> the ; <eps> light ; <eps> 'til ; the the ; <eps> legend ; <eps> nineteen ; <eps> ninety ; <eps> nine ; live~legend in ; 1999 nineteen ; & ninety ; 1997 seven ; apocalypse apocalypse ; <eps> t ; tv v ; show show,1.0
what time is the wanda group playing the honor of an outlaw,what time as the wand a group playing the honor of an outlaw,what what ; time time ; is as ; the the ; <eps> wand ; wanda a ; group group ; playing playing ; the the ; honor honor ; of of ; an an ; outlaw outlaw,1.0
i want to add the classical moments in movies track to my playlist,i want to add the classical moments in movies track to my play list,i i ; want want ; to to ; add add ; the the ; classical classical ; moments moments ; in in ; movies movies ; track track ; to to ; my my ; <eps> play ; playlist list,1.0
add to my verano list a song by andy lee,i <unk>,add <eps> ; to <eps> ; my <eps> ; verano <eps> ; list <eps> ; a <eps> ; song <eps> ; by <eps> ; andy i ; lee <unk>,1.0
will it get foggy in spring hill,when it gets <unk> spring hill,will when ; it it ; get <eps> ; foggy gets ; in <unk> ; spring spring ; hill hill,1.0
is the weather going to be colder in gu in 11 years,is the weather going to be go to in g u and eleven years,is is ; the the ; weather weather ; going going ; to to ; be be ; <eps> go ; colder to ; in in ; <eps> g ; gu u ; in and ; 11 eleven ; years years,1.0
what time will the age of success be showing,what time of the age of success be showing,what what ; time time ; will of ; the the ; age age ; of of ; success success ; be be ; showing showing,1.0
play the top jazz record from 1951,play the jazz record from nineteen fifty one,play play ; the the ; top <eps> ; jazz jazz ; record record ; from from ; <eps> nineteen ; <eps> fifty ; 1951 one,1.0
can you let me know where i can watch the nest,can you let me know that i can watch the nest,can can ; you you ; let let ; me me ; know know ; where that ; i i ; can can ; watch watch ; the the ; nest nest,1.0
play a fifties theme on lastfm,<unk> unless fm,play <eps> ; a <eps> ; fifties <eps> ; theme <unk> ; on unless ; lastfm fm,1.0
christie  concepcion and i want to eat trattoria at a brasserie in johnston now,christie <unk> and i want to eat <unk> now,christie christie ; concepcion <unk> ; and and ; i i ; want want ; to to ; eat eat ; trattoria <eps> ; at <eps> ; a <eps> ; brasserie <eps> ; in <eps> ; johnston <unk> ; now now,1.0
play a 1998 sound track  from sam the kid on last fm,play in nineteen ninety eight soundtrack from sam the kid on last fm,play play ; <eps> in ; a nineteen ; 1998 ninety ; sound eight ; track soundtrack ; from from ; sam sam ; the the ; kid kid ; on on ; last last ; fm fm,1.0
find war & peace vol  1,find warren peace volume one,find find ; war <eps> ; & warren ; peace peace ; vol volume ; 1 one,1.0
find a soundtrack called billboard hot r&b hits: 1981,find the soundtrack cold billboard <unk> r and b hits nineteen eighty one,find find ; a the ; soundtrack soundtrack ; called cold ; billboard billboard ; <eps> <unk> ; <eps> r ; <eps> and ; <eps> b ; hot hits ; r&b nineteen ; hits: eighty ; 1981 one,1.0
i want to book a restaurant far from the municipal borough of mitcham for 10 people,i went to a book a restaurant far from the municipal beret mitch them for ten people,i i ; want went ; to to ; <eps> a ; book book ; a a ; restaurant restaurant ; far far ; from from ; the the ; municipal municipal ; borough beret ; of mitch ; mitcham them ; for for ; 10 ten ; people people,1.0
tell me if it ll blizzard in ks,tell me if it had a blizzard in chaos,tell tell ; me me ; if if ; it it ; <eps> had ; ll a ; blizzard blizzard ; in in ; ks chaos,1.0
rate this essay two points out of 6,rape this s h two points out of six,rate rape ; this this ; <eps> s ; essay h ; two two ; points points ; out out ; of of ; 6 six,1.0
why buffy matters is zero out of 6 points,why buffy matters as zero out of six points,why why ; buffy buffy ; matters matters ; is as ; zero zero ; out out ; of of ; 6 six ; points points,1.0
play a soundtrack by musical artist jimmy james,hi is soundtrack by musical oddest jimmy james,play hi ; a is ; soundtrack soundtrack ; by by ; musical musical ; artist oddest ; jimmy jimmy ; james james,1.0
book a tyrolean restaurant in crocker indiana now for 3 people,look at to rolling in restaurant in <unk> indiana now for three people,<eps> look ; <eps> at ; book to ; a rolling ; tyrolean in ; restaurant restaurant ; in in ; crocker <unk> ; indiana indiana ; now now ; for for ; 3 three ; people people,1.0
show song schedule come into the world,show some <unk> come into the world,show show ; song some ; schedule <unk> ; come come ; into into ; the the ; world world,1.0
book sot for 22 minutes from now at a restaurant with parking,books out for twenty two minutes from now at a restaurant with parking,book books ; sot out ; for for ; <eps> twenty ; 22 two ; minutes minutes ; from from ; now now ; at at ; a a ; restaurant restaurant ; with with ; parking parking,1.0
rate this novel 1 of 6,right this number one of six,rate right ; this this ; novel number ; 1 one ; of of ; 6 six,1.0
book a highly rated gastropub that has a pastelaria in blue anchor  md in 55 weeks for my brother in law and i,look a highly rated gastro <unk> that has a <unk> in blue anger m d and fifty five weeks for my brother in law and i,book look ; a a ; highly highly ; rated rated ; <eps> gastro ; gastropub <unk> ; that that ; has has ; a a ; pastelaria <unk> ; in in ; blue blue ; <eps> anger ; <eps> m ; anchor d ; md and ; in fifty ; 55 five ; weeks weeks ; for for ; my my ; brother brother ; in in ; law law ; and and ; i i,1.0
is the forecast windy now in fort myers shores arizona,it  's the full costs windy now in <unk> arizona,<eps> it ; is 's ; the the ; <eps> full ; forecast costs ; windy windy ; now now ; in in ; fort <eps> ; myers <eps> ; shores <unk> ; arizona arizona,1.0
i need to book a table at a nearby restaurant,i need to look at a table at a nearby restaurant,i i ; need need ; to to ; <eps> look ; book at ; a a ; table table ; at at ; a a ; nearby nearby ; restaurant restaurant,1.0
book a table at a osteria type restaurant in sd,the <unk> stereotype restaurants in estee,book <eps> ; a <eps> ; table <eps> ; at <eps> ; a the ; osteria <unk> ; type stereotype ; restaurant restaurants ; in in ; sd estee,1.0
please help me find the bloom: remix album song,please help me find the blue remakes album song,please please ; help help ; me me ; find find ; the the ; bloom: blue ; remix remakes ; album album ; song song,1.0
play les pauvres riches by pan mei chen,play less <unk> by penn made chicken,play play ; les <eps> ; pauvres less ; riches <unk> ; by by ; pan penn ; mei made ; chen chicken,1.0
find a tv show called zen: the music of fred katz,find a t v show guards in the music of fat cats,find find ; a a ; <eps> t ; tv v ; show show ; called guards ; zen: in ; the the ; music music ; of of ; fred fat ; katz cats,1.0
out of 6  i give the following book zero,out of six i give the following book zero,out out ; of of ; 6 six ; i i ; give give ; the the ; following following ; book book ; zero zero,1.0
edit top 100 indie tracks on spotify playlist by adding smokefree rockquest 2005,edit top one hundred in detracts on the spot if i play at least by adding smoke free request two thousand and five,edit edit ; top top ; <eps> one ; 100 hundred ; indie in ; tracks detracts ; on on ; <eps> the ; <eps> spot ; <eps> if ; <eps> i ; <eps> play ; spotify at ; playlist least ; by by ; adding adding ; <eps> smoke ; <eps> free ; <eps> request ; <eps> two ; smokefree thousand ; rockquest and ; 2005 five,1.0
show texas review of entertainment & sports law creative song,show texas review of entertainment and sports lock creative song,show show ; texas texas ; review review ; of of ; entertainment entertainment ; & and ; sports sports ; law lock ; creative creative ; song song,1.0
put edwyn collins onto my trabajo relax playlist,put edwin collins <unk> relax play list,put put ; edwyn edwin ; collins collins ; onto <eps> ; my <unk> ; trabajo relax ; relax play ; playlist list,1.0
find taskcracker for outlook  a game,fun tough credit for outlook a game,<eps> fun ; find tough ; taskcracker credit ; for for ; outlook outlook ; a a ; game game,1.0
show the movie schedule at regal entertainment group,showed a movie shed you let regional entertainment group,show showed ; the a ; movie movie ; <eps> shed ; schedule you ; at let ; regal regional ; entertainment entertainment ; group group,1.0
what is the movie schedule like,what is the movie <unk> like,what what ; is is ; the the ; movie movie ; schedule <unk> ; like like,1.0
